acid-green;Acid Green;#B0BF1A;69;75;10;65;76;43;86;75;10945
aero;Aero;#7CB9E8;49;73;91;206;70;70;47;91;29961
aero-blue;Aero Blue;#C9FFE5;79;100;90;151;100;89;21;100;8910
african-violet;African Violet;#B284BE;70;52;75;288;31;63;31;75;1269
air-force-blue-raf;Air Force Blue (RAF);#5D8AA8;36;54;66;204;30;51;45;66;7576
air-force-blue-usaf;Air Force Blue (USAF);#00308F;0;19;56;220;100;28;100;56;1187
air-superiority-blue;Air Superiority Blue;#72A0C1;45;63;76;205;39;60;41;76;22574
alabama-crimson;Alabama Crimson;#AF002A;69;0;16;346;100;34;100;69;30834
alice-blue;Alice Blue;#F0F8FF;94;97;100;208;100;97;6;100;1554
alizarin-crimson;Alizarin Crimson;#E32636;89;15;21;355;77;52;83;89;17931
alloy-orange;Alloy Orange;#C46210;77;38;6;27;85;42;92;77;1622
almond;Almond;#EFDECD;94;87;80;30;52;87;14;94;3485
amaranth;Amaranth;#E52B50;90;17;31;348;78;53;81;90;26628
amaranth-deep-purple;Amaranth Deep Purple;#AB274F;67;15;31;342;63;41;77;67;30427
amaranth-pink;Amaranth Pink;#F19CBB;95;61;73;338;75;78;35;95;557
amaranth-purple;Amaranth Purple;#AB274F;67;15;31;342;63;41;77;67;10729
amaranth-red;Amaranth Red;#D3212D;83;13;18;356;73;48;84;83;14355
amazon;Amazon;#3B7A57;23;48;34;147;35;35;52;48;19538
amber;Amber;#FFBF00;100;75;0;45;100;50;100;100;27996
amber-sae-ece;Amber (SAE/ECE);#FF7E00;100;49;0;30;100;50;100;100;4855
american-rose;American Rose;#FF033E;100;1;24;346;100;51;99;100;25406
amethyst;Amethyst;#9966CC;60;40;80;270;50;60;50;80;1796
android-green;Android Green;#A4C639;64;78;22;74;55;50;71;78;13034
anti-flash-white;Anti-Flash White;#F2F3F4;95;95;96;210;8;95;1;96;29845
antique-brass;Antique Brass;#CD9575;80;58;46;22;47;63;43;80;9231
antique-bronze;Antique Bronze;#665D1E;40;36;12;53;55;26;71;40;28857
antique-fuchsia;Antique Fuchsia;#915C83;57;36;51;316;22;46;37;57;4193
antique-ruby;Antique Ruby;#841B2D;52;11;18;350;66;31;80;52;15064
antique-white;Antique White;#FAEBD7;98;92;84;34;78;91;14;98;20207
ao-english;Ao (English);#008000;0;50;0;120;100;25;100;50;28046
apple-green;Apple Green;#8DB600;55;71;0;74;100;36;100;71;28032
apricot;Apricot;#FBCEB1;98;81;69;24;90;84;29;98;31152
aqua;Aqua;#00FFFF;0;100;100;180;100;50;100;100;25239
aquamarine;Aquamarine;#7FFFD4;50;100;83;160;100;75;50;100;4175
arctic-lime;Arctic Lime;#D0FF14;82;100;8;72;100;54;92;100;32421
army-green;Army Green;#4B5320;29;33;13;69;44;23;61;33;48
arsenic;Arsenic;#3B444B;23;27;29;206;12;26;21;29;5362
artichoke;Artichoke;#8F9779;56;59;47;76;13;53;20;59;22228
arylide-yellow;Arylide Yellow;#E9D66B;91;84;42;51;74;67;54;91;30882
ash-grey;Ash Grey;#B2BEB5;70;75;71;135;8;72;6;75;6916
asparagus;Asparagus;#87A96B;53;66;42;93;26;54;37;66;7391
atomic-tangerine;Atomic Tangerine;#FF9966;100;60;40;20;100;70;60;100;32505
auburn;Auburn;#A52A2A;65;16;16;0;59;41;75;65;10402
aureolin;Aureolin;#FDEE00;99;93;0;56;100;50;100;99;1251
aurometalsaurus;AuroMetalSaurus;#6E7F80;43;50;50;183;8;47;14;50;30164
avocado;Avocado;#568203;34;51;1;81;95;26;98;51;10959
azure;Azure;#007FFF;0;50;100;210;100;50;100;100;11981
azure-web-color;Azure (Web Color);#F0FFFF;94;100;100;180;100;97;6;100;11752
azure-mist;Azure Mist;#F0FFFF;94;100;100;180;100;97;6;100;30497
azureish-white;Azureish White;#DBE9F4;86;91;96;206;53;91;10;96;7209
baby-blue;Baby Blue;#89CFF0;54;81;94;199;77;74;43;94;16607
baby-blue-eyes;Baby Blue Eyes;#A1CAF1;63;79;95;209;74;79;33;95;23135
baby-pink;Baby Pink;#F4C2C2;96;76;76;0;69;86;20;96;9005
baby-powder;Baby Powder;#FEFEFA;100;100;98;60;67;99;2;100;29642
baker-miller-pink;Baker-Miller Pink;#FF91AF;100;57;69;344;100;78;43;100;20213
ball-blue;Ball Blue;#21ABCD;13;67;80;192;72;47;84;80;18236
banana-mania;Banana Mania;#FAE7B5;98;91;71;43;87;85;28;98;25731
banana-yellow;Banana Yellow;#FFE135;100;88;21;51;100;60;79;100;24406
bangladesh-green;Bangladesh Green;#006A4E;0;42;31;164;100;21;100;42;533
barbie-pink;Barbie Pink;#E0218A;88;13;54;327;75;50;85;88;13170
barn-red;Barn Red;#7C0A02;49;4;1;4;97;25;98;49;19684
battleship-grey;Battleship Grey;#848482;52;52;51;60;1;51;2;52;28565
bazaar;Bazaar;#98777B;60;47;48;353;14;53;22;60;11554
beau-blue;Beau Blue;#BCD4E6;74;83;90;206;46;82;18;90;12155
beaver;Beaver;#9F8170;62;51;44;22;20;53;30;62;32740
beige;Beige;#F5F5DC;96;96;86;60;56;91;10;96;11208
bdazzled-blue;B'dazzled Blue;#2E5894;18;35;58;215;53;38;69;58;12203
big-dip-o’ruby;Big Dip O’ruby;#9C2542;61;15;26;345;62;38;76;61;5335
bisque;Bisque;#FFE4C4;100;89;77;33;100;88;23;100;668
bistre;Bistre;#3D2B1F;24;17;12;24;33;18;49;24;10318
bistre-brown;Bistre Brown;#967117;59;44;9;43;73;34;85;59;12251
bitter-lemon;Bitter Lemon;#CAE00D;79;88;5;66;89;46;94;88;8059
bitter-lime;Bitter Lime;#BFFF00;75;100;0;75;100;50;100;100;10055
bittersweet;Bittersweet;#FE6F5E;100;44;37;6;99;68;63;100;22653
bittersweet-shimmer;Bittersweet Shimmer;#BF4F51;75;31;32;359;47;53;59;75;9310
black;Black;#000000;0;0;0;—;0;0;0;0;7451
black-bean;Black Bean;#3D0C02;24;5;1;10;94;12;97;24;844
black-leather-jacket;Black Leather Jacket;#253529;15;21;16;135;18;18;30;21;21291
black-olive;Black Olive;#3B3C36;23;24;21;70;5;22;10;24;19203
blanched-almond;Blanched Almond;#FFEBCD;100;92;80;36;100;90;20;100;31342
blast-off-bronze;Blast-Off Bronze;#A57164;65;44;39;12;27;52;39;65;28501
bleu-de-france;Bleu De France;#318CE7;19;55;91;210;79;55;79;91;3043
blizzard-blue;Blizzard Blue;#ACE5EE;67;90;93;188;66;80;28;93;21709
blond;Blond;#FAF0BE;98;94;75;50;86;86;24;98;4738
blue;Blue;#0000FF;0;0;100;240;100;50;100;100;32685
blue-crayola;Blue (Crayola);#1F75FE;12;46;100;217;99;56;88;100;9154
blue-munsell;Blue (Munsell);#0093AF;0;58;69;190;100;34;100;69;22975
blue-ncs;Blue (NCS);#0087BD;0;53;74;197;100;37;100;74;25648
blue-pantone;Blue (Pantone);#0018A8;0;9;66;231;100;33;100;66;792
blue-pigment;Blue (Pigment);#333399;20;20;60;240;50;40;67;60;23508
blue-ryb;Blue (RYB);#0247FE;1;28;100;224;99;50;99;100;6051
blue-bell;Blue Bell;#A2A2D0;64;64;82;240;33;73;22;82;20476
blue-gray;Blue-Gray;#6699CC;40;60;80;210;50;60;50;80;19305
blue-green;Blue-Green;#0D98BA;5;60;73;192;87;39;93;73;17605
blue-lagoon;Blue Lagoon;#5E93A1;37;58;63;193;26;50;41;63;32632
blue-magenta-violet;Blue-Magenta Violet;#553592;33;21;57;261;47;39;64;57;19278
blue-sapphire;Blue Sapphire;#126180;7;38;50;197;75;29;86;50;28813
blue-violet;Blue-Violet;#8A2BE2;54;17;89;271;76;53;81;89;12067
blue-yonder;Blue Yonder;#5072A7;31;45;65;217;35;48;52;65;24613
blueberry;Blueberry;#4F86F7;31;53;97;220;91;64;68;97;29481
bluebonnet;Bluebonnet;#1C1CF0;11;11;94;240;88;53;88;94;22385
blush;Blush;#DE5D83;87;36;51;342;66;62;58;87;4096
bole;Bole;#79443B;47;27;23;9;34;35;51;47;4772
bondi-blue;Bondi Blue;#0095B6;0;58;71;191;100;36;100;71;32440
bone;Bone;#E3DAC9;89;85;79;39;32;84;11;89;26750
boston-university-red;Boston University Red;#CC0000;80;0;0;0;100;40;100;80;14083
bottle-green;Bottle Green;#006A4E;0;42;31;164;100;21;100;42;7124
boysenberry;Boysenberry;#873260;53;20;38;328;46;36;63;53;27594
brandeis-blue;Brandeis Blue;#0070FF;0;44;100;214;100;50;100;100;2606
brass;Brass;#B5A642;71;65;26;52;47;48;64;71;26327
brick-red;Brick Red;#CB4154;80;25;33;352;57;53;68;80;26168
bright-cerulean;Bright Cerulean;#1DACD6;11;67;84;194;76;48;86;84;31107
bright-green;Bright Green;#66FF00;40;100;0;96;100;50;100;100;29370
bright-lavender;Bright Lavender;#BF94E4;75;58;89;272;60;74;35;89;15110
bright-lilac;Bright Lilac;#D891EF;85;57;94;285;75;75;39;94;3078
bright-maroon;Bright Maroon;#C32148;76;13;28;346;71;45;83;76;29287
bright-navy-blue;Bright Navy Blue;#1974D2;10;45;82;210;79;46;88;82;24264
bright-pink;Bright Pink;#FF007F;100;0;50;330;100;50;100;100;26053
bright-turquoise;Bright Turquoise;#08E8DE;3;91;87;177;93;47;97;91;22168
bright-ube;Bright Ube;#D19FE8;82;62;91;281;61;77;31;91;25057
brilliant-azure;Brilliant Azure;#3399FF;20;60;100;210;100;60;80;100;16793
brilliant-lavender;Brilliant Lavender;#F4BBFF;96;73;100;290;100;87;27;100;28219
brilliant-rose;Brilliant Rose;#FF55A3;100;33;64;332;100;67;67;100;12765
brink-pink;Brink Pink;#FB607F;98;38;50;348;95;68;62;98;3330
british-racing-green;British Racing Green;#004225;0;26;15;154;100;13;100;26;13056
bronze;Bronze;#CD7F32;80;50;20;30;61;50;76;80;12629
bronze-yellow;Bronze Yellow;#737000;45;44;0;58;100;23;100;45;22608
brown-traditional;Brown (Traditional);#964B00;59;29;0;30;100;29;100;59;9102
brown-web;Brown (Web);#A52A2A;65;16;16;0;59;41;75;65;24697
brown-nose;Brown-Nose;#6B4423;42;27;14;28;51;28;67;42;14453
brown-yellow;Brown Yellow;#cc9966;80;60;40;30;50;60;50;80;5815
brunswick-green;Brunswick Green;#1B4D3E;11;30;24;162;48;20;65;30;14314
bubble-gum;Bubble Gum;#FFC1CC;100;76;80;349;100;88;24;100;18550
bubbles;Bubbles;#E7FEFF;91;100;100;183;100;95;9;100;10588
buff;Buff;#F0DC82;94;86;51;49;79;73;46;94;13987
bud-green;Bud Green;#7BB661;48;71;38;102;37;55;47;71;12532
bulgarian-rose;Bulgarian Rose;#480607;28;2;3;359;85;15;92;28;24671
burgundy;Burgundy;#800020;50;0;13;345;100;25;100;50;21111
burlywood;Burlywood;#DEB887;87;72;53;34;57;70;39;87;7358
burnt-orange;Burnt Orange;#CC5500;80;33;0;25;100;40;100;80;27277
burnt-sienna;Burnt Sienna;#E97451;91;45;32;14;78;62;65;91;14670
burnt-umber;Burnt Umber;#8A3324;54;20;14;9;59;34;74;54;759
byzantine;Byzantine;#BD33A4;74;20;64;311;58;47;73;74;25617
byzantium;Byzantium;#702963;44;16;39;311;46;30;63;44;11273
cadet;Cadet;#536872;33;41;45;199;16;39;27;45;15869
cadet-blue;Cadet Blue;#5F9EA0;37;62;63;182;25;50;41;63;28695
cadet-grey;Cadet Grey;#91A3B0;57;64;69;205;16;63;18;69;7792
cadmium-green;Cadmium Green;#006B3C;0;42;24;154;100;21;100;42;7365
cadmium-orange;Cadmium Orange;#ED872D;93;53;18;28;84;55;81;93;21980
cadmium-red;Cadmium Red;#E30022;89;0;13;351;100;45;100;89;29960
cadmium-yellow;Cadmium Yellow;#FFF600;100;96;0;58;100;50;100;100;32422
café-au-lait;Café Au Lait;#A67B5B;65;48;36;26;30;50;45;65;6005
café-noir;Café Noir;#4B3621;29;21;13;30;39;21;56;29;25411
cal-poly-green;Cal Poly Green;#1E4D2B;12;30;17;137;44;21;61;30;12420
cambridge-blue;Cambridge Blue;#A3C1AD;64;76;68;140;19;70;16;76;9335
camel;Camel;#C19A6B;76;60;42;33;41;59;45;76;5700
cameo-pink;Cameo Pink;#EFBBCC;94;73;80;340;62;84;22;94;25049
camouflage-green;Camouflage Green;#78866B;47;53;42;91;11;47;20;53;31944
canary-yellow;Canary Yellow;#FFEF00;100;94;0;56;100;50;100;100;14802
candy-apple-red;Candy Apple Red;#FF0800;100;3;0;2;100;50;100;100;16978
candy-pink;Candy Pink;#E4717A;89;44;48;355;68;67;50;89;13629
capri;Capri;#00BFFF;0;75;100;195;100;50;100;100;20617
caput-mortuum;Caput Mortuum;#592720;35;15;13;7;47;24;64;35;31293
cardinal;Cardinal;#C41E3A;77;12;23;350;73;44;85;77;32179
caribbean-green;Caribbean Green;#00CC99;0;80;60;165;100;40;100;80;31205
carmine;Carmine;#960018;59;0;9;350;100;29;100;59;12512
carmine-m&p;Carmine (M&P);#D70040;84;0;25;342;100;42;100;84;11943
carmine-pink;Carmine Pink;#EB4C42;92;30;26;4;81;59;72;92;23108
carmine-red;Carmine Red;#FF0038;100;0;22;347;100;50;100;100;855
carnation-pink;Carnation Pink;#FFA6C9;100;65;79;336;100;83;35;100;19302
carnelian;Carnelian;#B31B1B;70;11;11;0;74;40;85;70;17618
carolina-blue;Carolina Blue;#56A0D3;34;63;83;204;59;58;59;83;15525
carrot-orange;Carrot Orange;#ED9121;93;57;13;33;85;53;86;93;20061
castleton-green;Castleton Green;#00563F;0;34;25;164;100;17;100;34;10467
catalina-blue;Catalina Blue;#062A78;2;16;47;221;90;25;95;47;26798
catawba;Catawba;#703642;44;21;26;348;35;33;52;44;3162
cedar-chest;Cedar Chest;#C95A49;79;35;29;8;54;54;64;79;6394
ceil;Ceil;#92A1CF;57;63;81;225;39;69;29;81;1823
celadon;Celadon;#ACE1AF;67;88;69;123;47;78;24;88;10527
celadon-blue;Celadon Blue;#007BA7;0;48;65;196;100;33;100;65;28374
celadon-green;Celadon Green;#2F847C;18;52;49;174;47;35;64;52;31783
celeste;Celeste;#B2FFFF;70;100;100;180;100;85;30;100;10182
celestial-blue;Celestial Blue;#4997D0;29;59;82;205;59;55;65;82;1611
cerise;Cerise;#DE3163;87;19;39;343;72;53;78;87;24427
cerise-pink;Cerise Pink;#EC3B83;93;23;51;336;82;58;75;93;22602
cerulean;Cerulean;#007BA7;0;48;65;196;100;33;100;65;10946
cerulean-blue;Cerulean Blue;#2A52BE;16;32;75;224;64;45;78;75;30127
cerulean-frost;Cerulean Frost;#6D9BC3;43;61;76;208;42;60;44;76;14883
cg-blue;CG Blue;#007AA5;0;48;65;196;100;32;100;65;10122
cg-red;CG Red;#E03C31;88;24;19;4;74;54;78;88;12161
chamoisee;Chamoisee;#A0785A;63;47;35;26;28;49;44;63;31862
champagne;Champagne;#F7E7CE;97;91;81;37;72;89;17;97;23752
charcoal;Charcoal;#36454F;21;27;31;204;19;26;32;31;10
charleston-green;Charleston Green;#232B2B;14;17;17;180;10;15;19;17;30387
charm-pink;Charm Pink;#E68FAC;90;56;67;340;64;73;38;90;23163
chartreuse-traditional;Chartreuse (Traditional);#DFFF00;87;100;0;68;100;50;100;100;31216
chartreuse-web;Chartreuse (Web);#7FFF00;50;100;0;90;100;50;100;100;10131
cherry;Cherry;#DE3163;87;19;39;343;72;53;78;87;2339
cherry-blossom-pink;Cherry Blossom Pink;#FFB7C5;100;72;77;348;100;86;28;100;21556
chestnut;Chestnut;#954535;58;27;21;10;48;40;64;58;10986
china-pink;China Pink;#DE6FA1;87;44;63;333;63;65;50;87;21641
china-rose;China Rose;#A8516E;66;32;43;340;35;49;52;66;6406
chinese-red;Chinese Red;#AA381E;67;22;12;11;70;39;82;67;26511
chinese-violet;Chinese Violet;#856088;52;38;53;296;17;45;29;53;8934
chocolate-traditional;Chocolate (Traditional);#7B3F00;48;25;0;31;100;24;100;48;16873
chocolate-web;Chocolate (Web);#D2691E;82;41;12;25;75;47;86;82;20542
chrome-yellow;Chrome Yellow;#FFA700;100;65;0;39;100;50;100;100;12096
cinereous;Cinereous;#98817B;60;51;48;12;12;54;19;60;23267
cinnabar;Cinnabar;#E34234;89;26;20;5;76;55;77;89;22365
cinnamon;Cinnamon[Citation Needed];#D2691E;82;41;12;25;75;47;86;82;22623
citrine;Citrine;#E4D00A;89;82;4;54;92;47;96;89;18873
citron;Citron;#9FA91F;62;66;12;64;69;39;82;66;21380
claret;Claret;#7F1734;50;9;20;343;69;29;82;50;37
classic-rose;Classic Rose;#FBCCE7;98;80;91;326;85;89;19;98;20484
cobalt-blue;Cobalt Blue;#0047AB;0;28;67;215;100;34;100;67;13039
cocoa-brown;Cocoa Brown;#D2691E;82;41;12;25;75;47;86;82;22639
coconut;Coconut;#965A3E;59;35;24;19;42;42;59;59;31431
coffee;Coffee;#6F4E37;44;31;22;25;34;33;50;44;10398
columbia-blue;Columbia Blue;#C4D8E2;77;85;89;200;34;83;13;89;4755
congo-pink;Congo Pink;#F88379;97;51;47;5;90;72;51;97;8785
cool-black;Cool Black;#002E63;0;18;39;212;100;19;100;38;22559
cool-grey;Cool Grey;#8C92AC;55;57;67;229;16;61;19;67;3849
copper;Copper;#B87333;72;45;20;29;57;46;72;72;32537
copper-crayola;Copper (Crayola);#DA8A67;85;54;40;18;61;63;53;85;22570
copper-penny;Copper Penny;#AD6F69;68;44;41;5;29;55;39;68;1468
copper-red;Copper Red;#CB6D51;80;43;32;14;54;56;60;80;22933
copper-rose;Copper Rose;#996666;60;40;40;0;20;50;33;60;21018
coquelicot;Coquelicot;#FF3800;100;22;0;13;100;50;100;100;11599
coral;Coral;#FF7F50;100;50;31;16;100;66;69;100;25272
coral-pink;Coral Pink;#F88379;97;51;47;5;90;72;51;97;9806
coral-red;Coral Red;#FF4040;100;25;25;0;100;63;75;100;22585
cordovan;Cordovan;#893F45;54;25;27;355;37;39;54;54;14145
corn;Corn;#FBEC5D;98;93;36;54;95;67;63;98;16213
cornell-red;Cornell Red;#B31B1B;70;11;11;0;74;40;85;70;16328
cornflower-blue;Cornflower Blue;#6495ED;39;58;93;219;79;66;58;93;23079
cornsilk;Cornsilk;#FFF8DC;100;97;86;48;100;93;14;100;318
cosmic-latte;Cosmic Latte;#FFF8E7;100;97;91;43;100;95;9;100;4102
coyote-brown;Coyote Brown;#81613e;51;38;24;62;37;37;52;51;2407
cotton-candy;Cotton Candy;#FFBCD9;100;74;85;334;100;87;26;100;23586
cream;Cream;#FFFDD0;100;99;82;57;100;91;18;100;26467
crimson;Crimson;#DC143C;86;8;24;348;83;47;91;86;25030
crimson-glory;Crimson Glory;#BE0032;75;0;20;344;100;37;100;75;9691
crimson-red;Crimson Red;#990000;60;0;0;0;100;30;100;60;15080
cyan;Cyan;#00FFFF;0;100;100;180;100;50;100;100;25068
cyan-azure;Cyan Azure;#4E82b4;31;51;71;209;41;51;57;71;30176
cyan-blue-azure;Cyan-Blue Azure;#4682BF;27;51;75;210;49;51;63;75;28119
cyan-cobalt-blue;Cyan Cobalt Blue;#28589C;16;35;61;215;59;38;74;61;14939
cyan-cornflower-blue;Cyan Cornflower Blue;#188BC2;9;55;76;199;78;43;88;76;28839
cyan-process;Cyan (Process);#00B7EB;0;72;92;193;100;46;100;92;5750
cyber-grape;Cyber Grape;#58427C;35;26;49;263;31;37;47;49;19694
cyber-yellow;Cyber Yellow;#FFD300;100;83;0;50;100;50;100;100;4856
daffodil;Daffodil;#FFFF31;100;100;19;60;100;60;81;100;28309
dandelion;Dandelion;#F0E130;94;88;19;55;86;56;80;94;23543
dark-blue;Dark Blue;#00008B;0;0;55;240;100;27;100;55;4626
dark-blue-gray;Dark Blue-Gray;#666699;40;40;60;240;20;50;33;60;18111
dark-brown;Dark Brown;#654321;40;26;13;30;51;26;67;40;25011
dark-brown-tangelo;Dark Brown-Tangelo;#88654E;53;40;31;24;27;42;43;53;27559
dark-byzantium;Dark Byzantium;#5D3954;36;22;33;315;24;29;39;36;6361
dark-candy-apple-red;Dark Candy Apple Red;#A40000;64;0;0;0;100;32;100;64;3842
dark-cerulean;Dark Cerulean;#08457E;3;27;49;209;88;26;94;49;20063
dark-chestnut;Dark Chestnut;#986960;60;41;38;10;23;49;37;60;16168
dark-coral;Dark Coral;#CD5B45;80;36;27;10;58;54;66;80;26427
dark-cyan;Dark Cyan;#008B8B;0;55;55;180;100;27;100;55;1440
dark-electric-blue;Dark Electric Blue;#536878;33;41;47;206;18;40;31;47;32381
dark-goldenrod;Dark Goldenrod;#B8860B;72;53;4;43;89;38;94;72;9988
dark-gray-x11;Dark Gray (X11);#A9A9A9;66;66;66;—;0;66;0;66;24519
dark-green;Dark Green;#013220;0;20;13;158;96;10;98;20;32699
dark-green-x11;Dark Green (X11);#006400;0;39;0;120;100;20;100;39;14090
dark-gunmetal;Dark Gunmetal;#006400;12;15;16;202;15;14;26;16;26926
dark-imperial-blue;Dark Imperial Blue;#00416A;0;25;42;203;100;21;100;42;23517
dark-jungle-green;Dark Jungle Green;#1A2421;10;14;13;162;16;12;28;14;7790
dark-khaki;Dark Khaki;#BDB76B;74;72;42;56;38;58;43;74;19188
dark-lava;Dark Lava;#483C32;28;24;20;27;18;24;31;28;441
dark-lavender;Dark Lavender;#734F96;45;31;59;270;31;45;47;59;22870
dark-liver;Dark Liver;#534B4F;33;29;31;330;5;31;10;33;11488
dark-liver-horses;Dark Liver (Horses);#543D37;33;24;22;12;21;27;35;33;30617
dark-magenta;Dark Magenta;#8B008B;55;0;55;300;100;27;100;55;18221
dark-medium-gray;Dark Medium Gray;#A9A9A9;66;66;66;—;0;66;0;66;26428
dark-midnight-blue;Dark Midnight Blue;#003366;0;20;40;210;100;20;100;40;26688
dark-moss-green;Dark Moss Green;#4A5D23;29;36;14;80;45;25;62;36;23971
dark-olive-green;Dark Olive Green;#556B2F;33;42;18;82;39;30;56;42;13354
dark-orange;Dark Orange;#FF8C00;100;55;0;33;100;50;100;100;31544
dark-orchid;Dark Orchid;#9932CC;60;20;80;280;61;50;75;80;19513
dark-pastel-blue;Dark Pastel Blue;#779ECB;47;62;80;212;45;63;41;80;4130
dark-pastel-green;Dark Pastel Green;#03C03C;1;75;24;138;97;38;98;75;3402
dark-pastel-purple;Dark Pastel Purple;#966FD6;59;44;84;263;56;64;48;84;4856
dark-pastel-red;Dark Pastel Red;#C23B22;76;23;13;9;70;45;82;76;29141
dark-pink;Dark Pink;#E75480;91;33;50;342;75;62;64;91;30961
dark-powder-blue;Dark Powder Blue;#003399;0;20;60;220;100;30;100;60;11218
dark-puce;Dark Puce;#4F3A3C;31;23;24;354;15;27;27;31;216
dark-purple;Dark Purple;#301934;19;10;20;291;35;15;51;20;18256
dark-raspberry;Dark Raspberry;#872657;53;15;34;330;56;34;72;53;27386
